Member_number,Date,itemDescription
4266,2014-11-29,frozen vegetables
4266,2015-06-17,soda
4266,2015-06-17,berries
4266,2015-06-17,root vegetables
4266,2015-06-17,bottled beer
4266,2015-07-31,canned beer
4266,2015-07-31,sausage
4266,2015-07-31,butter
4266,2015-07-31,other vegetables
4266,2015-07-31,salty snack
4267,2014-11-12,rolls/buns
4267,2014-11-12,newspapers
4267,2015-02-11,beef
4267,2015-02-11,butter
4267,2015-06-16,ham
4267,2015-06-16,cream cheese
4267,2015-09-06,citrus fruit
4267,2015-09-06,whole milk
4267,2015-09-13,sausage
4267,2015-09-13,whole milk
4267,2015-09-13,whipped/sour cream
4267,2015-09-13,yogurt
4267,2015-10-10,fish
4267,2015-10-10,bottled beer
4268,2014-02-22,frankfurter
4268,2014-02-22,butter milk
4268,2014-07-12,cream cheese
4268,2014-07-12,margarine
4268,2014-10-14,pork
4268,2014-10-14,yogurt
4268,2015-04-16,white bread
4268,2015-04-16,nuts/prunes
4268,2015-04-25,rolls/buns
4268,2015-04-25,semi-finished bread
4268,2015-04-25,dessert
4268,2015-04-25,yogurt
4269,2014-06-29,butter milk
4269,2014-06-29,whipped/sour cream
4269,2014-12-30,finished products
4269,2014-12-30,curd cheese
4269,2015-04-01,frankfurter
4269,2015-04-01,citrus fruit
4269,2015-04-01,semi-finished bread
4269,2015-04-01,dishes
4269,2015-04-01,whipped/sour cream
4270,2014-03-16,napkins
4270,2014-03-16,brown bread
4270,2014-07-01,nut snack
4270,2014-07-01,whole milk
4270,2015-02-08,bottled water
4270,2015-02-08,shopping bags
4271,2014-06-11,whipped/sour cream
4271,2014-06-11,pot plants
4271,2014-12-19,whipped/sour cream
4271,2014-12-19,shopping bags
4271,2014-12-19,pasta
4272,2014-05-06,cat food
4272,2014-05-06,whole milk
4272,2014-05-10,domestic eggs
4272,2014-05-10,soda
4272,2014-05-15,margarine
4272,2014-05-15,other vegetables
4272,2014-05-15,bottled water
4272,2014-05-15,meat spreads
4272,2014-06-23,other vegetables
4272,2014-06-23,margarine
4272,2014-07-22,pastry
4272,2014-07-22,pickled vegetables
4272,2014-08-14,soda
4272,2014-08-14,uht-milk
4272,2014-08-14,pastry
4272,2014-08-14,domestic eggs
4272,2014-11-25,napkins
4272,2014-11-25,specialty chocolate
4272,2014-11-25,other vegetables
4272,2015-03-22,whole milk
4272,2015-06-06,coffee
4272,2015-06-06,berries
4272,2015-06-06,grapes
4272,2015-06-06,cream cheese
4272,2015-06-06,cat food
4273,2015-01-22,rolls/buns
4273,2015-01-22,red/blush wine
4273,2015-03-21,citrus fruit
4273,2015-03-21,whole milk
4273,2015-06-01,margarine
4273,2015-06-01,frozen vegetables
4273,2015-06-14,other vegetables
4273,2015-06-14,soda
4274,2014-02-24,beef
4274,2014-02-24,rolls/buns
4274,2014-03-31,whole milk
4274,2014-03-31,pip fruit
4274,2014-05-22,chicken
4274,2014-05-22,whipped/sour cream
4274,2015-01-23,soda
4274,2015-01-23,other vegetables
4274,2015-08-01,bottled beer
4274,2015-08-01,whole milk
4274,2015-09-30,frankfurter
4274,2015-09-30,processed cheese
4275,2014-04-03,other vegetables
4275,2014-04-03,dishes
4275,2014-10-30,canned beer
4275,2014-10-30,sugar
4275,2014-10-30,hygiene articles
4275,2014-10-30,whole milk
4275,2015-07-05,frankfurter
4275,2015-07-05,salty snack
4275,2015-07-05,dental care
4275,2015-08-18,whole milk
4275,2015-08-18,grapes
4275,2015-08-18,chocolate
4275,2015-08-18,pot plants
4275,2015-09-11,chicken
4275,2015-09-11,bottled water
4277,2014-08-03,yogurt
4277,2014-08-03,butter
4277,2014-09-01,pip fruit
4277,2014-09-01,butter
4277,2014-09-04,brown bread
4277,2014-09-04,hygiene articles
4277,2014-09-04,rolls/buns
4277,2015-02-18,dessert
4277,2015-02-18,soda
4277,2015-02-18,pastry
4277,2015-02-18,whole milk
4277,2015-02-18,butter
4277,2015-02-18,rolls/buns
4277,2015-02-18,shopping bags
4277,2015-02-18,newspapers
4277,2015-08-09,sausage
4277,2015-08-09,root vegetables
4277,2015-08-09,soda
4277,2015-11-25,yogurt
4277,2015-11-25,grapes
4277,2015-12-06,bottled water
4277,2015-12-06,rolls/buns
4277,2015-12-06,popcorn
4278,2014-05-20,white wine
4278,2014-05-20,canned vegetables
4278,2014-07-03,soda
4278,2014-07-03,newspapers
4279,2014-01-27,berries
4279,2014-01-27,butter milk
4280,2014-03-01,soda
4280,2014-03-01,margarine
4280,2014-03-01,specialty chocolate
4280,2014-06-26,bottled beer
4280,2014-06-26,soda
4280,2014-06-26,bottled water
4280,2014-06-26,cat food
4280,2014-09-06,domestic eggs
4280,2014-09-06,butter milk
4280,2014-09-06,long life bakery product
4280,2015-05-02,frozen meals
4280,2015-05-02,bottled water
4280,2015-12-06,ham
4280,2015-12-06,white wine
4280,2015-12-06,pasta
4281,2014-03-09,yogurt
4281,2014-03-09,hard cheese
4281,2014-08-14,frozen dessert
4281,2014-08-14,hard cheese
4281,2015-04-03,rolls/buns
4281,2015-04-03,margarine
4281,2015-04-03,whole milk
4281,2015-04-03,liquor (appetizer)
4281,2015-09-14,newspapers
4281,2015-09-14,soda
4281,2015-09-14,canned beer
4281,2015-10-18,shopping bags
4281,2015-10-18,soda
4282,2014-06-20,baking powder
4282,2014-06-20,hair spray
4282,2015-06-23,chicken
4282,2015-06-23,other vegetables
4283,2014-04-04,candy
4283,2014-04-04,frozen meals
4283,2014-06-11,liquor (appetizer)
4283,2014-06-11,coffee
4283,2014-06-11,bottled beer
4283,2014-06-20,other vegetables
4283,2014-06-20,tropical fruit
4284,2014-06-18,whole milk
4284,2014-06-18,canned beer
4284,2014-10-06,soda
4284,2014-10-06,soups
4284,2015-10-14,pip fruit
4284,2015-10-14,sausage
4284,2015-10-14,red/blush wine
4284,2015-10-14,coffee
4284,2015-10-14,salt
4284,2015-10-14,pastry
4285,2014-04-13,root vegetables
4285,2014-04-13,domestic eggs
4285,2014-08-17,pastry
4285,2014-08-17,mustard
4285,2015-04-22,fruit/vegetable juice
4285,2015-04-22,roll products
4285,2015-12-29,whole milk
4285,2015-12-29,rolls/buns
4286,2014-11-22,meat
4286,2014-11-22,canned beer
4286,2014-11-22,yogurt
4286,2015-03-08,brown bread
4286,2015-03-08,whole milk
4286,2015-03-08,spread cheese
4286,2015-03-08,butter
4286,2015-03-08,fruit/vegetable juice
4286,2015-06-06,other vegetables
4286,2015-06-06,citrus fruit
4286,2015-06-06,rolls/buns
4286,2015-09-12,other vegetables
4286,2015-09-12,photo/film
4287,2014-07-20,berries
4287,2014-07-20,pasta
4287,2014-07-20,soda
4287,2014-07-20,canned vegetables
4287,2015-08-06,soda
4287,2015-08-06,root vegetables
4288,2014-06-20,citrus fruit
4288,2014-06-20,frozen potato products
4288,2014-09-24,soda
4288,2014-09-24,canned beer
4288,2015-05-26,berries
4288,2015-05-26,white wine
4288,2015-09-25,meat
4288,2015-09-25,ham
4288,2015-09-25,male cosmetics
4288,2015-11-13,canned beer
4288,2015-11-13,whipped/sour cream
4288,2015-11-13,pastry
4289,2014-09-05,pickled vegetables
4289,2014-09-05,onions
4289,2015-09-08,curd
4289,2015-09-08,liquor (appetizer)
4289,2015-10-08,pork
4289,2015-10-08,chicken
4289,2015-10-08,other vegetables
4289,2015-10-08,curd
4289,2015-10-08,hard cheese
4290,2014-03-26,soda
4290,2014-03-26,processed cheese
4290,2014-03-26,instant coffee
4290,2014-06-30,dessert
4290,2014-06-30,yogurt
4290,2014-09-04,ice cream
4290,2014-09-04,soda
4291,2014-02-02,whole milk
4291,2014-02-02,cream cheese
4291,2014-05-18,root vegetables
4291,2014-05-18,bottled water
4291,2014-08-07,bottled water
4291,2014-08-07,coffee
4291,2014-08-07,sugar
4291,2015-07-29,citrus fruit
4291,2015-12-08,sausage
4291,2015-12-08,root vegetables
4291,2015-12-08,soda
4291,2015-12-08,chocolate marshmallow
4291,2015-12-09,sausage
4291,2015-12-09,pip fruit
4292,2014-01-19,whipped/sour cream
4292,2014-01-19,pot plants
4292,2014-04-06,frozen potato products
4292,2014-04-06,salt
4292,2014-04-06,coffee
4292,2014-05-16,bottled beer
4292,2014-05-16,domestic eggs
4292,2014-05-16,brown bread
4292,2014-05-16,chewing gum
4292,2015-03-27,sausage
4292,2015-03-27,bottled water
4292,2015-03-27,napkins
4292,2015-08-18,citrus fruit
4292,2015-08-18,specialty chocolate
4292,2015-08-18,cream cheese
4292,2015-10-26,frankfurter
4292,2015-10-26,yogurt
4292,2015-12-05,frozen vegetables
4292,2015-12-05,red/blush wine
4293,2014-03-28,ham
4293,2014-03-28,mayonnaise
4293,2014-04-17,specialty chocolate
4293,2014-04-17,herbs
4293,2015-04-23,other vegetables
4293,2015-04-23,whole milk
4293,2015-04-23,instant food products
4293,2015-07-05,root vegetables
4293,2015-07-05,rolls/buns
4293,2015-07-05,flower (seeds)
4293,2015-08-04,coffee
4293,2015-08-04,sausage
4293,2015-08-04,bottled water
4293,2015-08-04,cream cheese
4293,2015-08-24,fish
4293,2015-08-24,sausage
4293,2015-08-24,other vegetables
4293,2015-08-24,soda
4293,2015-08-24,rolls/buns
4293,2015-09-30,mayonnaise
4293,2015-09-30,misc. beverages
4293,2015-09-30,napkins
4294,2014-03-03,domestic eggs
4294,2014-03-03,coffee
4294,2014-07-22,rolls/buns
4294,2014-07-22,ice cream
4294,2014-12-17,butter milk
4294,2014-12-17,flour
4294,2015-01-08,other vegetables
4294,2015-01-08,frozen vegetables
4294,2015-01-08,cling film/bags
4294,2015-01-08,bottled water
4294,2015-03-02,rolls/buns
4294,2015-03-02,bottled beer
4294,2015-12-03,rolls/buns
4294,2015-12-03,sauces
4295,2015-03-24,sausage
4295,2015-03-24,tropical fruit
4295,2015-03-24,rolls/buns
4295,2015-07-17,ham
4295,2015-07-17,butter milk
4295,2015-10-26,frozen meals
4295,2015-10-26,whole milk
4295,2015-10-26,fruit/vegetable juice
4295,2015-10-26,butter
4295,2015-10-26,chocolate
4295,2015-10-26,bottled water
4296,2014-12-15,sausage
4296,2014-12-15,chocolate
4296,2015-01-24,frankfurter
4296,2015-01-24,fruit/vegetable juice
4296,2015-07-28,tropical fruit
4296,2015-07-28,chicken
4296,2015-07-28,waffles
4296,2015-08-26,whole milk
4296,2015-08-26,yogurt
4296,2015-08-26,oil
4297,2014-03-02,whole milk
4297,2014-03-02,fruit/vegetable juice
4297,2014-03-02,shopping bags
4297,2014-05-30,other vegetables
4297,2014-05-30,rolls/buns
4297,2014-05-30,brown bread
4297,2014-08-02,uht-milk
4297,2014-08-02,shopping bags
4297,2014-08-04,margarine
4297,2014-08-04,cat food
4297,2014-08-29,frankfurter
4297,2014-08-29,whole milk
4297,2014-08-29,other vegetables
4297,2014-10-03,beverages
4297,2014-10-03,yogurt
4297,2014-12-24,whole milk
4297,2014-12-24,other vegetables
4297,2014-12-24,curd
4297,2015-10-27,whole milk
4297,2015-10-27,citrus fruit
4297,2015-10-27,butter milk
4297,2015-10-27,specialty bar
4298,2014-03-22,whole milk
4298,2014-03-22,margarine
4298,2014-03-22,dessert
4298,2014-10-20,tropical fruit
4298,2014-10-20,salty snack
4298,2015-07-25,butter
4298,2015-07-25,whole milk
4298,2015-07-25,root vegetables
4299,2014-01-19,other vegetables
4299,2014-01-19,tidbits
4299,2014-01-19,dental care
4299,2014-02-26,citrus fruit
4299,2014-02-26,cake bar
4299,2014-08-22,berries
4299,2014-08-22,cream cheese
4299,2014-10-21,seasonal products
4299,2014-10-21,rolls/buns
4299,2015-02-08,citrus fruit
4299,2015-02-08,whole milk
4299,2015-02-08,beef
4299,2015-02-08,shopping bags
4299,2015-08-14,whole milk
4299,2015-08-14,rolls/buns
4300,2014-01-28,hamburger meat
4300,2014-01-28,soft cheese
4300,2014-10-01,citrus fruit
4300,2014-10-01,yogurt
4300,2015-04-04,citrus fruit
4300,2015-04-04,oil
4300,2015-04-04,root vegetables
4301,2014-12-24,pip fruit
4301,2014-12-24,herbs
4301,2014-12-24,other vegetables
4301,2015-05-01,sausage
4301,2015-05-01,hamburger meat
4301,2015-05-01,pork
4301,2015-05-01,chewing gum
4301,2015-05-01,whole milk
4301,2015-05-01,soda
4301,2015-05-01,soft cheese
4301,2015-05-01,yogurt
4301,2015-09-30,whipped/sour cream
4301,2015-09-30,soda
4301,2015-12-20,canned fruit
4301,2015-12-20,detergent
4302,2014-07-14,hard cheese
4302,2014-07-14,tropical fruit
4302,2014-10-07,sparkling wine
4302,2014-10-07,chocolate
4302,2014-11-26,specialty bar
4302,2014-11-26,misc. beverages
4302,2015-03-08,tropical fruit
4302,2015-03-08,cream cheese
4302,2015-04-05,other vegetables
4302,2015-04-05,napkins
4302,2015-04-05,newspapers
4302,2015-08-03,tropical fruit
4302,2015-08-03,instant coffee
4302,2015-08-03,yogurt
4302,2015-08-03,salty snack
4302,2015-11-05,other vegetables
4302,2015-11-05,frankfurter
4302,2015-11-05,rolls/buns
4302,2015-11-05,coffee
4302,2015-11-05,ice cream
4303,2014-01-17,sugar
4303,2014-01-17,shopping bags
4303,2014-01-17,instant coffee
4303,2014-10-24,whole milk
4303,2014-10-24,butter
4303,2014-11-28,root vegetables
4303,2014-11-28,specialty bar
4303,2015-02-22,sausage
4303,2015-02-22,meat
4303,2015-02-22,tropical fruit
4303,2015-02-22,butter
4303,2015-04-08,canned beer
4303,2015-04-08,specialty chocolate
4303,2015-04-08,other vegetables
4303,2015-04-08,cream cheese
4303,2015-08-23,other vegetables
4303,2015-08-23,whole milk
4303,2015-08-23,soups
4303,2015-08-23,shopping bags
4303,2015-09-25,soda
4303,2015-09-25,semi-finished bread
4303,2015-12-07,chicken
4303,2015-12-07,white bread
4303,2015-12-25,pork
4303,2015-12-25,other vegetables
4304,2014-07-18,shopping bags
4304,2014-07-18,white bread
4304,2014-07-18,ice cream
4304,2015-02-01,canned beer
4304,2015-02-01,pip fruit
4304,2015-02-01,sugar
4304,2015-02-14,pork
4304,2015-02-14,canned fish
4305,2014-09-02,tropical fruit
4305,2014-09-02,flower (seeds)
4305,2014-11-17,soft cheese
4305,2014-11-17,specialty cheese
4305,2014-12-03,whole milk
4305,2014-12-03,onions
4305,2014-12-18,newspapers
4305,2014-12-18,soda
4305,2015-06-23,herbs
4305,2015-06-23,whole milk
4305,2015-06-23,other vegetables
4305,2015-06-23,shopping bags
4305,2015-07-24,pastry
4305,2015-07-24,coffee
4305,2015-07-24,newspapers
4306,2014-05-17,white bread
4306,2014-05-17,napkins
4306,2014-07-01,cream cheese
4306,2014-07-01,misc. beverages
4306,2015-04-26,domestic eggs
4306,2015-04-26,brown bread
4306,2015-04-26,detergent
4306,2015-12-28,pip fruit
4306,2015-12-28,coffee
4306,2015-12-28,whole milk
4306,2015-12-28,pastry
4306,2015-12-28,seasonal products
4307,2014-07-05,yogurt
4307,2014-07-05,shopping bags
4308,2014-01-07,soda
4308,2014-01-07,whole milk
4308,2014-10-22,specialty bar
4308,2014-10-22,yogurt
4308,2014-11-29,soda
4308,2014-11-29,sliced cheese
4308,2015-01-24,citrus fruit
4308,2015-01-24,whole milk
4308,2015-01-24,newspapers
4308,2015-01-24,detergent
4308,2015-01-24,yogurt
4308,2015-01-24,salty snack
4308,2015-04-07,chicken
4308,2015-04-07,soda
4308,2015-04-07,shopping bags
4308,2015-12-05,pastry
4308,2015-12-05,spread cheese
4308,2015-12-05,other vegetables
4309,2014-04-13,waffles
4309,2014-04-13,white bread
4309,2015-09-15,whole milk
4309,2015-09-15,salt
4310,2014-01-04,candy
4310,2014-01-04,bottled water
4310,2014-07-07,specialty chocolate
4310,2014-07-07,whole milk
4310,2014-07-07,red/blush wine
4310,2015-02-27,pip fruit
4310,2015-02-27,spices
4311,2014-06-23,frozen meals
4311,2014-06-23,newspapers
4311,2014-12-06,candy
4311,2014-12-06,roll products
4311,2014-12-06,frozen vegetables
4312,2014-04-02,whole milk
4312,2014-04-02,cocoa drinks
4312,2014-07-19,curd
4312,2014-07-19,root vegetables
4312,2014-07-19,pip fruit
4312,2014-07-19,whole milk
4312,2014-07-19,margarine
4312,2015-04-22,tropical fruit
4312,2015-04-22,whole milk
4312,2015-04-22,shopping bags
4312,2015-10-19,bottled water
4312,2015-10-19,long life bakery product
4312,2015-10-19,soda
4312,2015-12-14,sausage
4312,2015-12-14,frozen fish
4312,2015-12-14,house keeping products
4313,2014-07-17,white wine
4313,2014-07-17,newspapers
4313,2015-05-16,sugar
4313,2015-05-16,berries
4313,2015-05-16,seasonal products
4313,2015-05-16,bottled beer
4313,2015-06-23,citrus fruit
4313,2015-06-23,soda
4313,2015-07-28,frankfurter
4313,2015-07-28,shopping bags
4314,2014-01-27,margarine
4314,2014-01-27,whole milk
4314,2014-02-12,other vegetables
4314,2014-02-12,waffles
4314,2014-06-15,whole milk
4314,2014-06-15,butter
4314,2014-06-15,newspapers
4314,2014-06-15,chewing gum
4314,2014-10-05,sausage
4314,2014-10-05,oil
4314,2014-10-05,whole milk
4314,2014-10-25,other vegetables
4314,2014-10-25,bottled water
4314,2015-04-29,finished products
4314,2015-04-29,bottled beer
4314,2015-05-02,rolls/buns
4314,2015-05-02,white bread
4315,2014-04-19,rolls/buns
4315,2014-04-19,canned beer
4315,2015-04-26,citrus fruit
4315,2015-04-26,soda
4315,2015-04-26,butter
4315,2015-04-26,bottled water
4315,2015-04-26,bottled beer
4316,2014-01-02,tropical fruit
4316,2014-01-02,candy
4316,2014-02-28,whole milk
4316,2014-02-28,shopping bags
4316,2014-02-28,rolls/buns
4316,2014-05-03,long life bakery product
4316,2014-05-03,soda
4316,2014-08-04,whole milk
4316,2014-08-04,bottled water
4316,2014-08-17,citrus fruit
4316,2014-08-17,pot plants
4316,2014-08-31,meat
4316,2014-08-31,detergent
4316,2014-08-31,canned beer
4316,2014-10-05,beef
4316,2014-10-05,soft cheese
4316,2015-01-11,other vegetables
4316,2015-01-11,butter
4317,2014-01-28,canned beer
4317,2014-01-28,ice cream
4317,2014-03-27,sparkling wine
4317,2014-03-27,cream cheese
4318,2014-03-27,pastry
4318,2014-03-27,whole milk
4318,2014-08-09,domestic eggs
4318,2014-08-09,specialty fat
4318,2014-08-28,cream cheese
4318,2014-08-28,butter milk
4319,2014-03-10,newspapers
4319,2014-03-10,shopping bags
4319,2014-05-29,tropical fruit
4319,2014-05-29,detergent
4319,2014-09-29,pip fruit
4319,2014-09-29,butter
4319,2015-05-21,pork
4319,2015-05-21,uht-milk
4319,2015-05-21,frozen fish
4319,2015-10-26,whole milk
4319,2015-10-26,hard cheese
4319,2015-11-08,sausage
4319,2015-11-08,fruit/vegetable juice
4319,2015-11-08,bottled water
4320,2014-02-17,whole milk
4320,2014-02-17,rolls/buns
4320,2015-01-07,yogurt
4320,2015-01-07,candy
4320,2015-01-07,canned beer
4320,2015-01-07,chocolate
4320,2015-01-13,other vegetables
4320,2015-01-13,popcorn
4320,2015-01-13,butter
4320,2015-04-18,canned beer
4320,2015-04-18,sausage
4320,2015-04-18,onions
4320,2015-12-11,soda
4320,2015-12-11,whipped/sour cream
4321,2014-01-14,yogurt
4321,2014-01-14,soda
4321,2014-08-13,grapes
4321,2014-08-13,misc. beverages
4321,2015-01-29,tropical fruit
4321,2015-01-29,chocolate
4321,2015-05-08,curd
4321,2015-05-08,frankfurter
4321,2015-05-08,white bread
4321,2015-05-08,pip fruit
4321,2015-05-08,waffles
4321,2015-09-12,sausage
4321,2015-09-12,newspapers
4321,2015-10-27,salty snack
4321,2015-10-27,pip fruit
4321,2015-10-27,chicken
4321,2015-10-27,rolls/buns
4321,2015-10-27,red/blush wine
4322,2014-04-03,misc. beverages
4322,2014-04-03,bottled water
4322,2014-07-25,misc. beverages
4322,2014-07-25,coffee
4322,2015-10-31,brown bread
4322,2015-10-31,chocolate
4322,2015-11-14,domestic eggs
4322,2015-11-14,yogurt
4322,2015-11-14,canned beer
4322,2015-12-03,ice cream
4322,2015-12-03,dishes
4323,2014-09-20,detergent
4323,2014-09-20,cocoa drinks
4323,2015-03-26,frankfurter
4323,2015-03-26,grapes
4323,2015-03-26,brown bread
4323,2015-05-13,whole milk
4323,2015-05-13,beef
4323,2015-10-11,sauces
4323,2015-10-11,tropical fruit
4323,2015-12-17,pot plants
4323,2015-12-17,domestic eggs
4324,2014-01-25,chicken
4324,2014-01-25,misc. beverages
4324,2014-09-20,bottled water
4324,2014-09-20,detergent
4324,2014-10-29,butter milk
4324,2014-10-29,napkins
4324,2015-01-05,sausage
4324,2015-01-05,pastry
4324,2015-01-05,tropical fruit
4324,2015-01-05,whole milk
4324,2015-01-05,white wine
4324,2015-01-05,sweet spreads
4325,2014-03-03,ice cream
4325,2014-03-03,specialty chocolate
4325,2014-07-19,chocolate
4325,2014-07-19,coffee
4325,2014-12-11,pip fruit
4325,2014-12-11,brown bread
4325,2014-12-11,oil
4325,2015-10-14,yogurt
4325,2015-10-14,beef
4326,2015-01-21,beef
4326,2015-01-21,whole milk
4326,2015-04-11,soda
4326,2015-04-11,yogurt
4326,2015-05-02,tropical fruit
4326,2015-05-02,sweet spreads
4326,2015-09-29,pork
4326,2015-09-29,root vegetables
4326,2015-09-29,rolls/buns
4326,2015-11-06,packaged fruit/vegetables
4326,2015-11-06,liquor
4326,2015-11-06,shopping bags
4327,2014-08-05,coffee
4327,2014-08-05,soda
4327,2014-08-05,frozen vegetables
4327,2015-04-26,citrus fruit
4327,2015-04-26,jam
4328,2015-02-04,beef
4328,2015-02-04,pork
4328,2015-02-04,salty snack
4328,2015-02-04,abrasive cleaner
4328,2015-02-04,pasta
4328,2015-02-04,shopping bags
4328,2015-07-21,citrus fruit
4328,2015-07-21,beef
4328,2015-07-21,tropical fruit
4328,2015-07-21,curd
4328,2015-08-29,tropical fruit
4328,2015-08-29,yogurt
4329,2014-01-20,pastry
4329,2014-01-20,bottled water
4329,2014-01-20,candles
4329,2014-04-06,dishes
4329,2014-04-06,butter milk
4329,2014-10-23,tropical fruit
4329,2014-10-23,dessert
4330,2014-03-26,beef
4330,2014-03-26,whole milk
4330,2014-05-13,beef
4330,2014-05-13,domestic eggs
4330,2014-09-24,yogurt
4330,2014-09-24,other vegetables
4330,2014-09-24,whipped/sour cream
